inter_id,user_id,book_id,借阅时间,还书时间,续借时间,续借次数,class
32345,1364,20115,2024-10-10 18:01:58,,2024-12-0708:32:49,2,7
12128,1050,6828,2024-06-15 17:42:21,2024-06-2312:51:41,,0,2
39729,365,24850,2024-05-29 16:09:06,2024-05-2916:10:38,,0,8
30657,1197,18841,2024-09-15 19:31:36,2024-09-2316:07:17,,0,7
80487,616,44773,2023-03-06 08:19:12,2023-03-2120:59:37,,0,13
78184,919,43772,2021-03-11 21:46:48,2021-06-0914:17:15,2021-05-0613:54:26,2,13
64254,416,35991,2022-05-11 21:13:03,2022-06-0721:35:54,2022-06-0522:04:07,1,9
45387,365,27327,2024-05-21 21:20:39,2024-05-2121:23:02,,0,8
45998,451,27721,2022-05-04 19:28:56,2022-06-0413:56:06,,0,8
61903,447,34411,2024-05-15 12:43:57,2024-06-1219:20:42,,0,9
48421,529,28322,2022-10-06 20:44:50,2022-10-0722:20:15,,0,8
27375,426,16635,2022-03-17 09:31:26,2022-05-1817:41:34,2022-04-1221:40:45,1,5
48446,821,28353,2021-10-10 17:56:55,2021-10-1111:03:08,,0,8
29441,1299,18021,2020-05-29 11:29:03,2020-06-0212:12:01,,0,6
52344,221,30354,2021-01-21 19:40:22,2021-03-0614:00:12,,0,8
84291,765,47213,2020-11-08 20:34:42,2020-12-1415:11:56,,0,18
6131,451,3426,2024-11-24 16:04:57,,2024-12-2020:25:35,1,1
93945,1375,52715,2023-02-21 21:28:27,2023-03-2918:12:43,,0,18
37351,957,23482,2023-05-08 17:17:12,2023-05-1411:34:20,,0,8
46401,1183,27915,2024-02-26 19:45:42,2024-03-2219:58:19,,0,8
83887,200,46926,2021-03-09 19:11:38,2021-04-0818:54:38,,0,16
67505,807,38123,2020-01-13 18:01:05,2020-08-2912:35:06,,0,10
37199,257,23391,2021-03-29 16:08:27,2021-05-1213:39:18,,0,8
22405,1085,13330,2023-10-18 08:55:38,2023-10-1817:27:07,,0,4
4928,273,2690,2023-04-18 17:49:33,2023-06-0718:17:35,2023-05-1618:33:05,1,1
15925,188,9280,2022-03-02 11:53:37,2022-06-1417:28:30,2022-05-0112:36:49,2,3
394,270,192,2022-05-02 11:20:34,2022-06-0221:56:02,,0,0
64105,1220,35885,2024-06-03 16:30:17,2024-06-1516:42:19,,0,9
51346,536,30002,2023-06-04 13:16:36,2023-06-1111:56:23,,0,8
95239,806,53465,2020-08-26 11:37:45,2020-11-2018:14:26,2020-10-1916:48:39,2,18
90197,1050,50666,2023-10-09 12:18:05,2023-12-0517:35:24,2023-11-0316:52:26,1,18
93947,1375,52717,2023-02-21 21:28:35,2023-03-2918:12:38,,0,18
100218,198,56643,2020-10-31 13:12:39,2020-11-1722:23:14,,0,18
74981,699,42325,2024-01-13 18:49:55,2024-02-1814:36:39,,0,13
92894,352,52141,2021-12-23 10:53:37,2022-02-1412:29:19,,0,18
92281,1304,51683,2021-12-12 18:31:56,2022-04-1320:08:54,2024-12-2009:56:05,2,18
4443,1015,2368,2022-11-18 18:59:46,2023-04-1910:00:30,2023-03-2111:10:18,2,1
54791,677,30878,2024-09-03 10:34:12,2024-09-0418:38:01,,0,8
72961,466,41705,2023-04-21 21:49:04,2023-05-0717:57:06,,0,13
90323,912,50436,2021-12-10 15:02:03,2022-03-2615:24:40,2022-02-1816:51:36,2,18
8693,139,4921,2020-09-08 18:13:53,2020-11-0117:32:58,2020-10-0416:37:57,1,1
97842,674,54968,2023-09-20 17:49:25,2023-12-1918:23:02,2023-11-1823:21:05,2,18
35767,316,22565,2022-11-17 21:14:29,2022-11-2710:52:48,,0,8
23603,1375,13970,2023-12-11 17:52:24,2024-05-3116:51:48,2024-01-0514:06:34,1,5
77303,68,43394,2020-09-27 08:44:06,2020-10-2817:12:59,2023-05-2510:32:13,0,13
77488,658,43400,2024-03-09 21:21:23,2024-05-3120:18:19,2024-04-3020:08:25,2,13
17520,1331,10213,2024-03-08 20:54:59,2024-03-2316:15:58,,0,3
100254,1361,56666,2024-01-02 09:45:49,2024-03-0114:18:47,2024-11-2112:55:57,2,18
11382,1015,6251,2023-10-31 14:44:30,2023-11-2312:23:58,,0,2
52212,357,30297,2021-11-18 17:30:26,2021-11-2117:30:12,,0,8
59091,459,32982,2024-09-19 15:59:48,2024-10-1710:03:54,,0,8
36779,266,23160,2021-04-03 17:32:15,2021-06-0419:12:05,2021-06-0221:42:52,2,8
60757,446,33752,2022-11-12 13:28:01,2023-02-1810:59:02,2022-12-1112:49:03,1,9
83174,805,46378,2020-11-06 18:30:28,2020-12-2620:20:17,2020-12-0502:48:11,1,14
58019,396,32158,2021-03-04 15:50:33,2021-03-0419:41:30,,0,8
10609,733,6015,2023-12-25 18:21:04,2024-01-0318:20:00,,0,2
18260,654,10635,2024-04-06 18:12:10,2024-06-2218:14:43,2024-06-0309:47:26,2,3
23445,327,13885,2021-04-16 19:15:05,2021-05-1417:02:36,,0,5
49390,1019,28831,2023-05-06 17:59:10,2023-05-3009:53:56,,0,8
23745,1364,14042,2023-04-14 14:01:26,2023-09-2618:35:43,2024-06-0419:09:32,1,5
27735,918,16486,2020-10-11 16:03:55,2020-12-1119:28:51,2020-12-0409:13:56,2,5
28352,794,17261,2021-04-19 22:01:24,2021-06-0221:14:45,2021-05-1214:21:29,1,6
80528,665,44724,2023-05-02 14:25:00,2023-05-0214:25:13,,0,13
83993,1370,47005,2024-06-18 12:50:49,2024-08-2709:25:42,,0,16
69171,1269,38952,2022-01-09 16:29:53,2022-03-1616:27:50,2022-02-1619:14:51,1,10
19499,1413,11455,2024-04-20 08:35:51,2024-04-2217:36:41,,0,3
2196,896,1087,2023-02-22 16:33:01,2023-02-2408:20:41,,0,1
10284,137,5948,2021-04-07 21:52:41,2021-05-0711:33:17,,0,2
29958,1061,18415,2024-06-24 18:33:50,2024-09-0216:58:01,2024-09-2914:41:46,1,6
65162,794,36683,2020-12-01 14:31:18,2021-03-2413:15:40,,0,9
85181,446,47790,2024-01-12 20:54:48,2024-05-0713:32:35,2024-03-1919:55:05,2,18
85210,888,47808,2021-12-27 15:23:09,2022-02-2219:14:22,,0,18
26080,1375,15649,2023-09-13 16:10:40,2023-11-0920:00:49,2023-11-0611:57:11,2,5
30501,311,18853,2023-12-31 21:54:25,2024-01-0115:50:57,,0,7
53912,302,30825,2024-02-18 20:08:16,2024-06-0713:32:17,,0,8
36281,1212,22916,2023-11-14 17:12:14,2023-11-2321:43:42,,0,8
67411,685,38075,2023-10-05 11:29:20,2023-10-1815:35:38,,0,10
32661,365,20432,2024-05-28 16:04:20,2024-05-2816:07:32,,0,7
74865,194,42341,2024-02-19 16:49:40,2024-04-2211:38:20,2024-04-1010:35:44,2,13
59980,113,33312,2021-01-08 08:28:59,2021-03-0307:58:22,,0,9
97642,912,54881,2021-11-12 18:52:30,2022-03-1311:49:23,2022-01-0212:54:54,2,18
74175,384,42192,2022-05-19 18:52:56,2022-05-2119:45:56,,0,13
13361,943,7498,2022-04-14 10:54:36,2022-04-2020:03:57,,0,3
36043,547,22759,2023-03-09 20:52:25,2023-06-0818:57:33,2023-05-0712:49:44,2,8
34256,270,21513,2021-07-04 19:58:05,2021-11-0213:46:59,2021-10-1801:47:54,1,8
49059,610,28368,2023-03-15 18:57:33,2023-03-2715:36:03,,0,8
70042,257,39880,2020-10-08 20:17:48,2020-11-2110:44:00,2020-11-0711:52:59,1,10
34900,102,21917,2021-12-19 09:21:47,2022-01-0719:35:22,2024-04-0321:03:39,0,8
24614,958,14587,2021-03-01 13:43:11,2021-04-0121:17:27,,0,5
18278,1014,10649,2023-07-01 18:59:08,2023-08-2808:40:56,,0,3
71862,82,41113,2022-03-18 09:18:09,2022-05-1711:12:05,2022-05-1315:17:16,2,12
2459,283,1445,2023-02-25 20:36:13,2023-03-2718:14:07,2023-03-2511:18:59,1,1
47848,258,28824,2021-08-15 18:19:38,2021-08-1613:14:00,2023-04-0519:17:01,0,8
61519,886,34196,2021-07-03 11:49:59,2021-07-1508:58:04,,0,9
11509,1411,6504,2023-11-17 17:37:03,2024-01-0821:41:55,2023-12-1719:43:45,1,2
49242,891,29289,2022-11-11 20:28:21,2022-12-0518:57:49,,0,8
72517,554,41503,2022-11-11 15:41:02,2023-03-0115:50:45,,0,13
66678,311,37665,2023-03-31 11:18:41,2023-04-2109:01:03,,0,10
43382,683,24334,2024-10-07 19:52:20,2024-10-2915:14:16,,0,8
10460,504,6056,2023-12-05 21:25:56,2023-12-1614:22:56,,0,2
7411,960,4113,2023-04-02 16:19:35,2023-04-1416:41:32,,0,1
100643,336,56922,2022-05-07 21:39:35,2022-06-0514:55:00,,0,18
24827,1085,14764,2024-03-18 08:47:52,2024-03-1821:52:55,,0,5
34016,365,21389,2024-05-22 17:42:47,2024-05-2217:45:11,,0,8
84074,1277,47069,2023-12-19 21:31:36,2024-02-2310:09:33,2024-01-1616:43:22,1,16
89512,912,50278,2021-04-23 12:41:28,2021-10-1218:25:34,2021-06-1419:54:30,2,18
68396,487,38759,2022-05-19 18:28:06,2022-06-0810:12:39,,0,10
38169,45,24031,2021-09-08 15:25:29,2021-11-2317:08:00,2021-10-2923:20:49,2,8
73503,116,41887,2021-03-30 11:32:41,2021-05-1009:53:07,2021-04-2518:37:49,1,13
85433,1322,47945,2021-07-19 16:52:41,2021-11-2011:56:40,2021-11-1114:15:00,2,18
62349,96,34673,2022-04-24 20:44:49,2022-05-2617:56:41,2021-06-2416:12:16,0,9
83249,747,46442,2024-11-27 18:26:22,,2024-12-2509:30:23,1,15
53944,307,30659,2024-03-23 17:04:08,2024-04-0616:25:32,,0,8
11833,121,6659,2022-04-28 16:21:49,2022-04-2816:20:37,,0,2
83183,529,46386,2023-09-18 17:51:19,2023-12-2911:41:45,2023-11-1521:50:34,2,14
78231,213,43825,2021-08-18 17:29:30,2021-08-2711:00:28,,0,13
42670,894,26010,2021-07-27 18:38:28,2021-09-1410:41:33,,0,8
53182,83,30714,2020-11-06 16:20:52,2021-01-0609:30:16,2020-12-3009:55:49,2,8
97720,912,54915,2022-12-03 16:00:17,2023-02-2719:05:54,2023-03-1910:23:51,1,18
76200,378,42910,2023-09-02 20:20:53,2023-12-0113:22:55,2023-10-2816:41:07,2,13
93798,1083,52610,2024-10-18 13:47:25,2024-11-1717:57:03,2024-11-1511:47:06,1,18
75274,33,42570,2021-10-23 18:03:19,2021-12-2616:43:16,2022-06-0522:04:06,1,13
78210,199,43821,2022-10-13 10:41:55,2022-11-2914:23:35,,0,13
64080,200,35871,2022-02-16 17:06:39,2022-02-1810:25:41,,0,9
61482,1329,34186,2023-05-05 13:11:52,2023-05-0818:44:13,,0,9
60611,446,33667,2022-10-08 21:53:38,2022-10-3115:42:24,,0,9
29556,1299,18118,2021-12-25 11:51:58,2021-12-2523:00:15,,0,6
30825,199,19091,2020-12-22 21:30:17,2020-12-2321:44:53,,0,7
69520,1085,39514,2024-12-09 11:19:37,2024-12-0917:28:30,,0,10
19239,1006,11270,2023-05-05 21:17:51,2023-05-1918:31:00,,0,3
98442,1220,55410,2024-11-27 15:22:50,2024-12-2309:01:56,,0,18
33729,8,21163,2021-03-06 16:11:58,2021-03-2616:00:43,2024-03-1915:20:51,0,7
19831,1331,11636,2021-05-18 20:55:06,2021-06-2421:45:03,2021-06-1112:22:27,1,3
30467,73,18823,2020-12-27 21:57:39,2021-02-2811:03:24,2024-09-2009:34:42,0,7
88644,33,49818,2020-08-25 20:08:07,2020-11-0109:51:43,2020-10-1610:30:34,2,18
35943,453,22696,2024-09-03 17:01:31,2024-09-0317:01:54,,0,8
51046,631,29788,2022-11-19 18:24:16,2022-12-1014:58:05,,0,8
27444,194,16456,2023-10-09 10:23:30,2023-12-3014:21:27,2023-12-0122:41:23,2,5
16706,1200,9776,2024-01-04 16:35:39,2024-03-1413:27:05,,0,3
32739,365,20498,2024-05-21 14:57:32,2024-05-2115:01:07,,0,7
68786,265,38972,2021-03-21 15:18:07,2021-04-1911:28:04,,0,10
24842,1087,14777,2023-04-12 19:20:24,2023-08-0113:48:02,2023-06-0217:27:46,2,5
99243,1437,55924,2024-02-27 19:19:36,2024-03-1020:44:42,,0,18
94879,664,53223,2023-09-28 20:07:20,2023-11-1522:47:43,2023-10-2620:03:47,1,18
47820,258,28536,2022-02-15 19:18:47,2022-02-1610:25:47,2022-11-1415:55:15,0,8
86289,1388,48502,2023-03-23 21:02:45,2023-03-2519:53:00,,0,18
65056,794,36615,2020-12-01 14:31:15,2021-03-2413:15:35,,0,9
71824,992,41084,2021-10-30 20:06:37,2021-11-0316:14:12,,0,12
15006,786,8635,2021-01-22 15:24:12,2021-05-2018:21:24,2021-04-1916:32:24,2,3
66418,174,37512,2023-03-18 18:58:29,2023-03-1917:38:51,,0,10
32744,365,20501,2024-05-21 14:58:11,2024-05-2115:02:13,,0,7
59897,550,33249,2023-10-15 19:43:16,2024-01-1311:30:10,2023-12-1323:27:56,2,9
58299,31,32718,2021-11-26 20:25:18,2021-12-1117:44:57,,0,8
47193,116,28423,2021-11-14 11:21:19,2021-11-2318:11:43,,0,8
76173,182,42892,2022-11-16 21:56:17,2023-03-0210:23:13,,0,13
18514,1412,10782,2023-11-07 17:28:06,2023-12-1911:08:51,2023-12-0616:00:26,1,3
79732,399,44513,2024-02-25 13:55:49,2024-05-2316:01:52,2024-04-2210:14:37,2,13
58069,416,32649,2023-12-21 11:23:35,2024-01-1718:28:14,2024-01-1513:19:31,1,8
89316,694,50200,2024-07-09 12:07:57,2024-10-1910:40:31,2024-09-1817:50:24,2,18
61917,554,34380,2022-08-11 19:33:13,2022-11-0712:48:47,2022-09-1319:01:13,1,9
51602,343,30113,2023-09-15 12:21:22,2023-10-3114:59:55,2023-10-0911:45:50,1,8
37727,365,23761,2024-04-12 09:57:17,2024-04-1210:45:49,,0,8
9304,86,5301,2021-01-10 13:02:24,2021-01-1215:46:15,,0,1
22297,1085,13256,2024-03-07 18:44:52,2024-03-0721:11:07,,0,4
69302,32,39372,2020-11-30 15:16:32,2020-12-2318:50:03,,0,10
102817,1303,58493,2024-08-16 16:59:51,2024-09-0717:25:31,,0,22
61819,340,34348,2021-07-07 21:53:07,2021-11-2713:44:49,2021-10-1708:09:51,1,9
11660,943,6557,2022-04-09 11:11:18,2022-04-2020:03:36,,0,2
17848,1331,10225,2023-09-26 13:45:34,2023-09-2619:26:14,,0,3
50345,963,29598,2020-10-12 17:24:19,2020-10-2016:07:09,,0,8
36844,398,23131,2021-08-09 21:51:22,2021-08-0921:51:34,,0,8
28655,210,17439,2021-10-16 19:12:27,2021-11-0415:41:13,,0,6
26223,91,15746,2020-08-24 16:32:14,2020-08-3113:33:33,,0,5
65387,440,36800,2021-12-11 18:59:04,2021-12-3117:47:00,,0,9
6997,287,3895,2021-04-08 21:50:08,2021-05-3020:38:50,,0,1
49804,706,28564,2024-08-20 16:09:14,2024-11-2321:21:19,2024-10-0921:22:31,2,8
22510,290,13405,2022-09-04 16:52:15,2022-09-0908:40:53,,0,5
17351,1331,10097,2021-03-20 13:59:24,2021-03-2113:26:06,,0,3
95081,1186,53403,2024-09-08 19:17:32,,2024-11-0315:07:15,2,18
44694,311,26787,2022-09-24 15:02:14,2022-10-0721:50:34,,0,8
89353,1318,50210,2023-07-17 18:26:39,2023-08-1009:42:53,,0,18
100942,336,57122,2022-06-29 19:46:06,2022-08-0810:29:18,,0,18
80995,201,45136,2021-12-31 11:26:46,2022-01-0522:43:04,2022-12-1120:55:44,0,13
98597,1310,55498,2021-06-22 16:09:24,2021-12-0612:47:20,2021-10-1309:02:30,2,18
16180,214,9436,2022-02-20 15:05:18,2022-04-1609:14:42,2022-03-2117:05:25,1,3
49089,631,28413,2023-03-24 15:52:13,2023-03-2617:36:41,,0,8
59474,1266,32602,2022-08-09 20:10:06,2022-08-2117:30:56,,0,8
17557,786,10228,2021-04-19 16:36:17,2021-06-2520:39:19,,0,3
49423,1062,28646,2024-02-29 13:48:09,2024-04-2416:05:59,2024-03-2020:35:29,1,8
64405,161,36116,2021-03-22 16:53:02,2021-05-1714:35:38,2021-04-2112:32:28,1,9
42456,661,25957,2023-10-18 16:32:48,2023-11-0516:47:21,,0,8
97341,1304,54705,2024-10-23 15:15:31,2024-12-2508:46:37,2024-12-2009:56:01,2,18
54085,399,30719,2023-05-04 16:35:23,2023-06-0516:27:01,2023-08-2122:16:40,1,8
38166,11,23995,2021-12-06 18:27:31,2022-02-1920:30:03,,0,8
19348,1207,11254,2024-10-21 18:12:08,2024-10-2118:12:31,,0,3
71893,722,41135,2023-09-24 11:19:40,2023-12-1419:08:53,2023-11-2316:34:48,2,12
38578,113,24185,2021-03-20 08:43:10,2021-06-1308:08:33,2021-05-1323:16:30,2,8
33162,658,20803,2023-06-28 19:55:29,2023-08-2909:15:15,,0,7
90254,1179,50693,2024-04-11 17:49:21,2024-04-1215:05:08,,0,18
35051,266,22038,2022-06-28 21:15:23,2022-11-2515:18:40,,0,8
27764,918,16471,2021-03-02 21:38:37,2021-04-1810:44:57,2021-03-2910:04:02,1,5
13824,943,7887,2022-04-14 10:54:24,2022-04-2020:02:53,,0,3
1074,30,612,2021-12-31 14:00:36,2022-02-2213:08:09,2022-02-1516:08:42,1,1
29258,1085,17883,2023-12-15 15:42:44,2023-12-2208:17:29,,0,6
84063,950,46997,2021-06-21 11:12:31,2021-08-2714:02:58,2021-07-1610:45:58,1,16
59862,322,33228,2023-10-08 21:36:18,2023-12-0819:46:13,2023-11-0514:18:13,1,8
49580,1123,29379,2022-12-10 16:55:03,2023-02-1909:58:26,,0,8
35404,37,22281,2020-10-12 15:54:12,2020-10-1915:44:23,,0,8
10041,1019,5820,2022-11-03 11:38:48,2022-11-0318:29:33,,0,2
85115,114,47730,2022-08-12 15:07:37,2022-08-2911:40:16,,0,18
97234,1106,54679,2023-05-23 10:53:47,2023-08-1508:10:31,2023-06-1922:16:26,1,18
37553,551,23641,2024-12-18 21:48:32,,,0,8
65773,221,37124,2021-07-11 18:23:55,2021-07-2915:25:16,,0,10
3080,1342,1814,2024-02-19 17:39:02,2024-03-2216:59:28,,0,1
31598,1119,19589,2022-09-09 21:21:22,2022-10-3116:47:59,,0,7
101875,1314,57781,2024-12-09 18:26:44,,,0,19
3978,86,2244,2021-08-05 20:59:56,2021-10-1721:45:17,2021-10-1708:58:48,1,1
101397,1066,57457,2022-09-12 10:59:38,2022-12-1017:42:33,2022-11-0910:16:06,2,18
90764,1375,50995,2023-08-27 17:54:03,2023-11-2419:13:51,2023-10-1810:00:05,2,18
48927,555,28307,2024-03-23 21:35:45,2024-05-2014:36:13,2024-04-1922:57:05,1,8
7415,960,4107,2023-04-02 16:19:44,2023-04-1416:41:02,,0,1
32061,52,19988,2020-09-01 15:16:20,2020-09-2014:51:31,,0,7
80435,531,44727,2022-01-06 11:20:22,2022-02-1315:34:09,,0,13
99647,1308,56206,2021-04-06 15:40:56,2021-06-2118:58:15,2021-06-0217:39:39,2,18
63481,504,35477,2023-08-21 21:26:33,2023-08-2121:26:45,,0,9
71281,372,40748,2024-05-09 13:08:16,2024-05-1716:13:25,,0,11
17187,1331,9997,2023-08-30 20:00:29,2023-09-0415:35:29,,0,3
27021,28,16406,2020-10-06 09:49:09,2020-12-0208:41:07,2020-10-2615:47:38,1,5
77147,709,43177,2024-07-04 16:28:26,2024-08-0918:41:22,,0,13
40292,311,24502,2022-08-08 08:36:46,2022-08-0811:14:50,,0,8
35592,760,22438,2020-12-28 10:00:52,2020-12-2916:52:08,,0,8
99464,447,56076,2023-04-02 17:31:51,2023-05-0809:45:25,2023-04-3014:06:13,1,18
3406,1042,1981,2023-03-22 12:38:25,2023-04-2416:45:10,,0,1
19475,1208,11139,2024-04-01 16:56:46,2024-06-0410:03:02,2024-04-3000:26:04,1,3
96733,1241,54357,2024-10-14 09:07:38,2024-11-0519:45:09,,0,18
96944,166,54486,2021-03-25 21:40:17,2021-03-2920:58:20,,0,18
89203,201,50144,2020-09-26 12:27:12,2020-09-2815:39:22,,0,18
49161,664,28854,2023-03-29 14:06:51,2023-04-0121:45:25,,0,8
22888,1185,13587,2024-05-24 17:21:04,2024-05-2616:43:26,,0,5
41958,513,25786,2024-10-22 21:55:49,2024-10-2521:59:36,,0,8
52669,316,30497,2024-04-15 18:13:20,2024-06-2020:44:59,2024-05-1411:51:10,1,8
13731,1331,7838,2023-12-04 19:19:31,2023-12-0421:03:18,,0,3
52015,957,30048,2023-04-28 15:41:27,2023-05-2914:49:13,,0,8
94261,365,52938,2024-04-16 13:11:58,2024-04-1618:57:31,,0,18
57638,113,32450,2022-04-28 21:26:21,2022-05-0511:50:25,,0,8
6084,357,3392,2021-03-31 08:26:48,2021-04-0514:02:02,,0,1
43559,1161,24364,2023-09-28 11:09:23,2023-10-2310:34:39,,0,8
65753,944,37112,2023-03-28 16:45:41,2023-03-3009:44:57,,0,10
31207,850,19343,2021-07-18 17:28:27,2021-10-1016:33:17,,0,7
19256,1008,11297,2023-12-09 19:27:04,2023-12-2815:51:58,,0,3
86375,898,48557,2021-01-26 15:31:06,2021-05-1911:04:07,2021-04-1610:18:47,2,18
6088,396,3294,2021-01-08 19:24:46,2021-03-0418:43:21,,0,1
66641,1057,37646,2023-06-12 18:51:36,2023-06-1317:55:28,,0,10
13075,919,7438,2020-11-23 21:51:44,2021-03-2912:43:11,2021-01-1313:48:32,2,2
100122,1320,56568,2020-12-19 20:21:00,2021-03-1509:38:11,2021-01-1214:44:23,1,18
89838,245,50423,2022-06-15 19:31:57,2022-07-0120:09:51,2024-04-1512:51:04,0,18
59061,1412,32741,2024-07-18 11:18:39,2024-09-0313:52:07,,0,8
8186,260,4566,2021-04-24 20:51:32,2021-06-1014:06:26,,0,1
28005,260,17047,2020-08-22 19:09:04,2020-09-2713:38:55,,0,5
88049,769,49496,2021-03-07 10:09:24,2021-04-1118:13:34,2021-03-3013:59:54,1,18
21884,1274,12964,2021-03-17 10:35:13,2021-03-2420:09:46,,0,3
40108,221,24520,2022-01-05 13:54:39,2022-02-2011:26:54,2022-02-1311:28:11,1,8
38000,71,23944,2021-06-16 18:24:32,2021-06-2519:01:37,,0,8
32748,365,20505,2024-05-21 14:56:42,2024-05-2115:01:01,,0,7
98610,33,55505,2020-10-29 09:34:42,2021-01-2120:36:42,2020-12-2014:40:21,2,18
97859,99,55005,2020-11-24 17:56:37,2020-12-2410:36:10,,0,18
47519,25,28603,2021-08-17 13:10:58,2021-08-1917:56:28,,0,8
20155,261,11837,2022-04-21 14:35:52,2022-06-1420:55:39,2022-08-1510:27:49,0,3
23891,1412,14156,2023-11-07 17:28:12,2023-12-1911:07:45,2023-12-0616:00:16,1,5
27384,426,16643,2021-11-04 21:50:22,2021-12-0113:41:20,,0,5
57218,83,32184,2022-05-20 09:40:29,2022-06-0720:30:05,,0,8
33711,91,21152,2022-04-17 07:55:09,2022-06-2217:59:20,2022-05-1511:22:15,1,7
91403,1343,51397,2024-06-21 15:58:22,2024-08-3014:12:13,,0,18
53832,262,31043,2023-11-20 21:19:06,2023-12-2620:55:58,,0,8
40944,396,24988,2021-06-19 13:23:26,2021-08-1820:43:32,2021-07-1108:28:09,1,8
49052,610,28603,2022-09-20 21:19:38,2022-09-2221:46:45,,0,8
37828,453,23796,2024-08-25 21:59:08,2024-08-2521:59:23,,0,8
5971,260,3306,2021-08-04 19:54:53,2021-10-1919:07:05,,0,1
71519,1416,40888,2023-09-05 11:08:22,2023-11-2511:58:16,2023-10-0417:08:47,1,12
70603,1215,40272,2024-03-11 17:48:03,2024-03-1416:50:26,,0,10
11418,1072,6462,2024-04-28 16:17:22,2024-06-2119:07:56,2024-05-1912:52:05,1,2
29968,1061,18406,2024-08-23 16:27:46,2024-11-2616:13:33,2024-10-2018:35:09,2,6
45694,383,27493,2021-01-01 18:20:16,2021-02-2808:56:53,2021-01-2110:49:27,1,8
29810,1267,18299,2021-10-16 17:41:56,2021-10-2112:32:54,,0,6
60458,550,33568,2024-04-06 11:59:51,2024-05-1513:32:30,,0,9
37037,541,23276,2022-09-26 20:22:59,2022-09-2912:40:23,,0,8
36975,1073,23211,2023-04-18 13:28:23,2023-06-2021:53:21,2023-06-1116:46:22,2,8
54001,343,31107,2022-11-26 15:55:17,2022-12-1212:23:00,,0,8
86780,384,48760,2022-01-08 15:20:49,2022-03-0418:18:42,2022-06-2111:32:26,2,18
99438,405,56061,2022-10-28 12:48:49,2022-11-1815:39:42,,0,18
19344,1207,11260,2024-12-18 16:09:51,,,0,3
80855,1131,45004,2023-11-01 21:53:32,2023-11-1914:34:11,,0,13
32860,262,20560,2021-05-25 15:58:07,2021-07-0916:44:23,2021-06-1809:54:54,1,7
99192,1103,55889,2023-12-25 08:39:27,2024-02-2114:29:21,,0,18
42490,675,24386,2024-02-19 11:41:31,2024-04-1718:10:30,2024-03-1116:17:08,1,8
13146,599,7476,2023-11-17 17:02:29,2024-02-2118:10:18,2024-01-1411:31:46,2,2
29621,1299,18167,2022-04-27 11:41:15,2022-05-0516:01:22,,0,6
100571,287,56878,2023-04-04 21:07:16,2023-08-2121:22:29,2023-05-2910:15:29,2,18
1403,352,807,2021-06-27 20:27:14,2021-07-1312:56:20,,0,1
40392,311,25165,2023-03-16 10:41:00,2023-03-2812:53:27,,0,8
56894,991,32001,2024-06-11 15:45:23,2024-06-1620:31:26,,0,8
52975,652,30568,2023-04-15 21:51:14,2023-07-0120:35:18,2023-06-0719:32:27,2,8
16992,1331,9626,2023-03-14 15:26:15,2023-03-1417:54:03,,0,3
22952,110,13623,2020-10-11 12:58:15,2020-11-2818:37:50,,0,5
64636,1,36292,2020-09-29 14:58:50,2020-12-0215:00:36,2020-11-2807:45:18,2,9
70703,1320,40309,2023-09-16 13:29:46,2023-11-0718:09:42,,0,10
52411,121,30368,2022-03-05 18:47:01,2022-03-1217:52:55,,0,8
45007,380,27012,2022-05-10 21:52:39,2022-08-1117:26:39,2022-06-0210:50:59,1,8
48514,174,28585,2021-07-03 18:39:28,2021-07-2621:59:08,,0,8
32129,365,20032,2024-05-30 18:26:12,2024-05-3018:26:59,,0,7
22831,110,13573,2020-10-11 12:58:35,2020-11-2818:37:37,2021-11-0910:46:49,0,5
414,270,204,2023-04-18 21:39:50,2023-05-2118:07:24,2023-05-1615:27:22,1,0
10281,134,5934,2021-06-21 11:18:03,2022-06-2217:08:56,,0,2
100116,1320,56566,2020-10-27 19:43:11,2020-12-0219:18:29,,0,18
52339,14,30344,2021-12-18 14:54:12,2022-04-1210:21:36,,0,8
49412,1050,29342,2023-09-17 11:52:21,2023-10-0812:04:22,,0,8
31566,363,19605,2022-09-12 21:16:45,2022-09-2621:14:19,,0,7
53811,258,30743,2022-08-13 18:04:38,2022-09-2317:44:08,2022-09-1209:02:00,1,8
74350,354,42270,2022-03-31 18:45:21,2022-06-2216:51:50,2022-05-1611:02:52,1,13
88386,1106,49699,2024-08-15 09:31:59,2024-08-1714:42:30,,0,18
93357,99,52403,2020-12-30 16:12:16,2021-04-1513:11:38,2021-03-1610:13:51,1,18
99033,104,55786,2020-10-21 11:42:11,2020-11-3018:50:00,,0,18
56062,343,31752,2023-10-31 15:16:13,2023-11-2716:59:55,2023-11-2400:07:34,1,8
56139,426,31608,2020-12-20 15:41:51,2020-12-2509:56:55,,0,8
89639,99,50360,2021-11-11 17:18:12,2021-11-1916:29:01,,0,18
5577,944,3061,2023-05-04 10:31:27,2023-05-0413:57:07,,0,1
68843,343,39075,2021-03-06 19:12:57,2021-04-1509:43:32,2021-04-0212:05:56,1,10
95186,1152,53299,2023-10-07 12:05:30,2023-12-0619:15:18,2023-10-3110:11:04,1,18
89017,1154,49948,2024-03-05 11:15:36,2024-04-0321:30:24,2024-04-0210:33:10,1,18
96556,204,54262,2021-03-19 15:51:24,2021-05-2913:50:46,2021-05-1209:08:13,2,18
